7504				
0	0	381.21	0	0
88432.5	8756.76	381.35	2	0.003860028
88432.5	8756.76	381.48	4	0.007790851
88432.5	8756.76	381.6	6	0.012227354
88432.5	8756.76	381.71	8	0.016121094
88432.5	8756.76	381.82	10	0.01871692
88432.5	8756.76	381.93	12	0.020665476
88432.5	8756.76	382.03	14	0.022071267
88432.5	8756.76	382.11	16	0.023261302
88432.5	8756.76	382.19	18	0.024633382
88432.5	8756.76	382.28	20	0.025607659
88432.5	8756.76	382.35	22	0.026507771
88432.5	8756.76	382.42	24	0.027589927
88432.5	8756.76	382.49	26	0.028456326
88432.5	8756.76	382.54	28	0.029319354
88432.5	8756.76	382.59	30	0.030040792
88432.5	8756.76	382.65	32	0.030870108
88432.5	8756.76	382.69	34	0.031557833
88432.5	8756.76	382.74	36	0.032387149
88432.5	8756.76	382.78	38	0.033071503
88432.5	8756.76	382.81	40	0.033792941
88432.5	8756.76	382.83	42	0.034585173
88432.5	8756.76	382.87	44	0.035198732
88432.5	8756.76	382.9	46	0.035957253
88432.5	8756.76	382.93	48	0.036749486
88432.5	8756.76	382.95	50	0.03743384
88432.5	8756.76	382.97	52	0.038229444
88432.5	8756.76	382.99	54	0.03880592
88432.5	8756.76	383.01	56	0.039490274
88432.5	8756.76	383.03	58	0.040140916
88432.5	8756.76	383.05	60	0.040680309
88432.5	8756.76	383.06	62	0.04143883
88432.5	8756.76	383.07	64	0.042086101
88432.5	8756.76	383.08	66	0.042591781
88432.5	8756.76	383.09	68	0.043131174
88432.5	8756.76	383.09	70	0.043744732
88432.5	8756.76	383.1	72	0.044358291
88432.5	8756.76	383.11	74	0.045079729
88432.5	8756.76	383.11	76	0.045656205
88432.5	8756.76	383.12	78	0.046124802
88432.5	8756.76	383.11	80	0.046593399
88432.5	8756.76	383.1	82	0.046846239
88432.5	8756.76	383.1	84	0.047389003
88432.5	8756.76	383.1	86	0.047965479
88432.5	8756.76	383.1	88	0.048396993
88432.5	8756.76	383.09	90	0.048757712
88432.5	8756.76	383.08	92	0.049192597
88432.5	8756.76	383.07	94	0.049661194
88432.5	8756.76	383.06	96	0.050055625
88432.5	8756.76	383.05	98	0.050453427
88432.5	8756.76	383.03	100	0.050851229
88432.5	8756.76	383.01	102	0.051174864
88432.5	8756.76	383	104	0.051643462
88432.5	8756.76	382.98	106	0.05200418
88432.5	8756.76	382.97	108	0.052327816
88432.5	8756.76	382.96	110	0.052725618
88432.5	8756.76	382.93	112	0.053049253
88432.5	8756.76	382.91	114	0.05337626
88432.5	8756.76	382.89	116	0.053736979
88432.5	8756.76	382.87	118	0.053986448
88432.5	8756.76	382.85	120	0.054276371
88432.5	8756.76	382.82	122	0.05463709
88432.5	8756.76	382.79	124	0.05488993
88432.5	8756.76	382.77	126	0.055176482
88432.5	8756.76	382.75	128	0.055503489
88432.5	8756.76	382.72	130	0.055790041
88432.5	8756.76	382.69	132	0.056042882
88432.5	8756.76	382.67	134	0.056258639
88432.5	8756.76	382.64	136	0.056585645
88432.5	8756.76	382.61	138	0.056946364
88432.5	8756.76	382.58	140	0.057195833
88432.5	8756.76	382.57	142	0.057485757
88432.5	8756.76	382.53	144	0.057667802
88432.5	8756.76	382.5	146	0.057883559
88432.5	8756.76	382.48	148	0.058099316
88432.5	8756.76	382.44	150	0.058277989
88432.5	8756.76	382.42	152	0.058460034
88432.5	8756.76	382.39	154	0.058638708
88432.5	8756.76	382.36	156	0.058891548
88432.5	8756.76	382.32	158	0.059073593
88432.5	8756.76	382.3	160	0.059252267
88432.5	8756.76	382.27	162	0.059468024
88432.5	8756.76	382.24	164	0.059650069
88432.5	8756.76	382.21	166	0.059865826
88432.5	8756.76	382.17	168	0.060047871
88432.5	8756.76	382.15	170	0.060226545
88432.5	8756.76	382.12	172	0.06040859
88432.5	8756.76	382.09	174	0.060587264
88432.5	8756.76	382.06	176	0.060769309
88432.5	8756.76	382.03	178	0.060947982
88432.5	8756.76	382	180	0.061130027
88432.5	8756.76	381.99	182	0.061271618
88432.5	8756.76	381.95	184	0.061453663
88432.5	8756.76	381.92	186	0.061561541
88432.5	8756.76	381.89	188	0.06166942
88432.5	8756.76	381.87	190	0.061814382
88432.5	8756.76	381.83	192	0.061959343
88432.5	8756.76	381.8	194	0.062138017
88432.5	8756.76	381.77	196	0.062282979
88432.5	8756.76	381.75	198	0.062390857
88432.5	8756.76	381.74	200	0.062498736
88432.5	8756.76	381.73	202	0.062606614
88432.5	8756.76	381.67	204	0.062751576
88432.5	8756.76	381.65	206	0.062859455
88432.5	8756.76	381.62	208	0.062967333
88432.5	8756.76	381.6	210	0.063075212
88432.5	8756.76	381.57	212	0.06318309
88432.5	8756.76	381.55	214	0.063257257
88432.5	8756.76	381.54	216	0.063328052
88432.5	8756.76	381.5	218	0.063398847
88432.5	8756.76	381.48	220	0.063510097
88432.5	8756.76	381.46	222	0.063580892
88432.5	8756.76	381.43	224	0.063688771
88432.5	8756.76	381.43	226	0.063796649
88432.5	8756.76	381.4	228	0.063941611
88432.5	8756.76	381.38	230	0.064049489
88432.5	8756.76	381.37	232	0.064194451
88432.5	8756.76	381.35	234	0.064265246
88432.5	8756.76	381.33	236	0.064339413
88432.5	8756.76	381.31	238	0.064410208
88432.5	8756.76	381.3	240	0.064481003
88432.5	8756.76	381.28	242	0.064518087
88432.5	8756.76	381.28	244	0.064588882
88432.5	8756.76	381.26	246	0.064663048
88432.5	8756.76	381.23	248	0.064700131
88432.5	8756.76	381.22	250	0.064770927
88432.5	8756.76	381.21	252	0.064841722
88432.5	8756.76	381.19	254	0.064915888
88432.5	8756.76	381.2	256	0.064986684
88432.5	8756.76	381.18	258	0.065023767
88432.5	8756.76	381.15	260	0.065131645
88432.5	8756.76	381.14	262	0.065168729
88432.5	8756.76	381.14	264	0.065276607
